FECHA,HORA,MER,TLA,COY,UIZ,SJA,SAG,PER,CAM,ACO
15/11/08,15,18,14,-9999,12,10,18,3,8,12
15/11/08,16,13,15,-9999,13,4,18,13,13,5
15/11/08,17,10,13,-9999,16,8,14,17,8,6
15/11/08,18,9,16,13,10,6,14,30,10,-9999
15/11/08,19,9,12,12,13,31,12,34,18,16
15/11/08,20,11,17,8,10,21,9,27,7,11
15/11/08,21,11,12,7,8,13,10,4,19,12
15/11/08,22,10,7,5,12,25,9,5,15,5
15/11/08,23,10,9,4,7,6,5,10,9,7
15/11/08,24,8,11,3,6,24,8,3,12,8
16/11/08,1,7,12,-9999,2,9,16,6,10,8
16/11/08,2,8,13,-9999,9,-9999,7,6,4,12
16/11/08,3,9,11,9,7,11,6,3,10,12
16/11/08,4,9,9,10,6,9,-9999,1,8,15
16/11/08,5,12,8,12,7,-9999,9,4,12,13
16/11/08,6,12,16,16,7,8,2,5,3,12
16/11/08,7,20,21,14,8,25,9,14,23,12
16/11/08,8,17,26,17,-9999,-9999,6,15,24,18
16/11/08,9,20,29,21,13,8,12,16,20,18
16/11/08,10,30,29,29,18,16,10,19,15,15
16/11/08,11,39,37,-9999,16,-9999,19,24,31,4
16/11/08,12,46,45,-9999,30,-9999,25,29,37,-9999
16/11/08,13,50,52,28,-9999,37,33,35,41,15
16/11/08,14,45,37,35,-9999,33,41,20,33,13
16/11/08,15,36,23,32,44,37,27,21,22,12
16/11/08,16,45,26,43,38,30,19,11,23,7
16/11/08,17,41,33,42,30,33,26,15,20,11
16/11/08,18,32,33,37,34,33,25,27,29,17
16/11/08,19,23,25,31,28,27,22,32,39,22
16/11/08,20,19,23,26,27,31,19,41,31,28
16/11/08,21,15,18,21,-9999,32,13,30,21,25
16/11/08,22,13,20,-9999,-9999,24,15,19,13,18
16/11/08,23,13,24,-9999,-9999,10,14,10,-9999,14
16/11/08,24,19,18,-9999,14,-9999,19,19,32,13
17/11/08,1,-9999,18,15,18,18,14,12,39,27
17/11/08,2,-9999,25,18,22,26,27,19,13,15
17/11/08,3,-9999,30,-9999,20,29,28,15,26,12
17/11/08,4,20,26,-9999,22,14,29,14,28,17
17/11/08,5,21,27,-9999,19,26,-9999,15,19,18
17/11/08,6,20,44,22,18,25,-9999,13,36,21
17/11/08,7,23,63,21,20,21,-9999,20,45,25
17/11/08,8,36,59,22,23,21,26,51,37,23
17/11/08,9,61,66,30,25,38,39,55,53,18
17/11/08,10,89,74,39,35,74,54,60,52,5
17/11/08,11,81,64,60,41,61,50,55,49,2
17/11/08,12,56,34,46,53,48,36,47,39,2
17/11/08,13,36,14,21,37,39,13,43,27,5
17/11/08,14,43,20,21,22,23,13,10,19,5
17/11/08,15,39,22,27,14,14,19,9,28,6
17/11/08,16,31,22,32,10,22,14,13,19,9
17/11/08,17,28,24,26,17,28,27,14,22,19
17/11/08,18,18,16,21,27,21,24,26,32,12
17/11/08,19,15,14,12,23,26,20,29,23,18
17/11/08,20,15,16,10,15,21,16,30,20,18
17/11/08,21,16,19,11,10,13,13,30,18,13
17/11/08,22,19,14,10,16,13,8,11,25,13
17/11/08,23,14,10,9,17,17,8,3,-9999,17
17/11/08,24,12,8,8,13,33,14,10,22,-9999
18/11/08,1,17,9,8,9,23,11,20,11,16
18/11/08,2,18,11,6,18,20,14,16,18,26
18/11/08,3,21,13,13,22,21,24,16,19,17
18/11/08,4,23,11,21,21,18,23,17,7,20
18/11/08,5,24,24,22,21,34,25,18,12,18
18/11/08,6,28,39,26,25,22,32,18,20,21
18/11/08,7,33,33,33,25,27,33,28,39,21
18/11/08,8,39,33,41,28,37,34,52,38,23
18/11/08,9,51,44,44,31,40,39,48,33,26
18/11/08,10,58,31,42,30,64,46,50,39,2
18/11/08,11,60,25,46,30,27,22,38,17,-9999
18/11/08,12,68,26,33,25,23,13,28,8,1
18/11/08,13,39,31,33,30,29,16,19,26,6
18/11/08,14,16,29,35,20,7,15,9,27,2
18/11/08,15,33,38,30,9,13,28,7,11,15
18/11/08,16,43,32,38,17,30,32,17,16,16
18/11/08,17,26,22,28,30,37,20,20,28,15
18/11/08,18,22,30,19,29,28,19,23,26,23
18/11/08,19,24,32,25,25,11,24,33,20,19
18/11/08,20,24,33,22,21,32,24,55,29,27
18/11/08,21,21,19,-9999,17,31,22,39,27,24
18/11/08,22,-9999,18,-9999,19,14,16,13,28,21
18/11/08,23,-9999,22,-9999,18,16,12,11,20,16
18/11/08,24,-9999,22,-9999,15,15,17,7,21,-9999
19/11/08,1,-9999,20,21,21,21,16,9,27,23
19/11/08,2,-9999,21,21,17,27,19,8,13,11
19/11/08,3,-9999,22,19,13,26,19,7,11,21
19/11/08,4,-9999,21,20,14,16,12,13,22,24
19/11/08,5,-9999,17,23,15,17,15,9,32,21
19/11/08,6,-9999,22,26,20,25,24,22,29,23
19/11/08,7,-9999,28,27,18,10,23,14,27,-9999
19/11/08,8,-9999,26,31,22,11,24,23,22,3
19/11/08,9,-9999,31,39,20,25,23,28,28,22
19/11/08,10,-9999,35,41,28,22,27,42,34,11
19/11/08,11,-9999,41,44,35,25,27,43,19,-9999
19/11/08,12,-9999,40,48,35,29,24,42,37,-9999
19/11/08,13,-9999,30,49,32,22,31,40,41,-9999
19/11/08,14,-9999,26,49,33,15,27,20,30,2
19/11/08,15,-9999,34,36,37,22,18,17,23,10
19/11/08,16,-9999,34,34,28,13,11,12,22,6
19/11/08,17,-9999,30,24,26,22,13,21,29,8
19/11/08,18,-9999,35,26,41,62,20,21,28,17
19/11/08,19,-9999,32,32,32,55,28,33,41,20
19/11/08,20,-9999,24,25,23,27,15,39,34,19
19/11/08,21,-9999,19,18,15,22,18,30,25,18
19/11/08,22,-9999,22,17,9,16,16,16,21,8
19/11/08,23,-9999,22,15,10,11,15,9,20,15
19/11/08,24,-9999,20,14,9,24,13,17,22,13
20/11/08,1,-9999,17,15,13,14,19,11,26,26
20/11/08,2,-9999,17,18,16,19,18,14,18,20
20/11/08,3,-9999,19,17,15,26,20,9,29,18
20/11/08,4,-9999,39,15,17,18,32,13,27,19
20/11/08,5,-9999,43,18,21,38,42,16,17,20
20/11/08,6,-9999,43,28,26,29,36,27,30,15
20/11/08,7,-9999,44,43,32,42,43,35,48,20
20/11/08,8,-9999,55,53,33,47,42,30,51,19
20/11/08,9,-9999,81,80,53,60,37,-9999,44,20
20/11/08,10,-9999,97,101,83,67,47,70,67,12
20/11/08,11,-9999,89,112,86,62,55,77,92,14
20/11/08,12,-9999,73,108,87,70,46,99,84,22
20/11/08,13,-9999,53,91,47,57,24,84,67,10
20/11/08,14,-9999,44,64,50,62,15,54,54,15
20/11/08,15,77,35,48,43,55,21,26,60,18
20/11/08,16,62,28,45,34,60,16,4,12,20
20/11/08,17,42,36,27,47,62,21,6,26,30
20/11/08,18,38,44,27,55,47,36,20,29,30
20/11/08,19,33,38,26,41,49,41,47,48,27
20/11/08,20,26,29,26,35,40,23,55,34,14
20/11/08,21,14,17,21,16,16,17,38,22,17
20/11/08,22,16,15,16,5,11,13,25,25,8
20/11/08,23,12,12,15,11,21,15,16,22,14
20/11/08,24,7,15,19,7,18,11,9,23,10
21/11/08,1,16,21,16,10,14,16,12,21,3
21/11/08,2,13,21,17,21,11,12,9,21,13
21/11/08,3,10,37,18,16,13,12,6,17,13
21/11/08,4,11,44,17,14,15,19,12,20,20
21/11/08,5,19,46,13,15,25,18,14,14,23
21/11/08,6,19,39,11,23,29,19,18,35,24
21/11/08,7,24,44,13,28,24,16,19,33,28
21/11/08,8,26,30,14,20,20,21,32,35,19
21/11/08,9,11,19,-9999,52,17,16,26,26,33
21/11/08,10,15,13,-9999,16,4,10,16,12,4
21/11/08,11,14,14,-9999,6,-9999,8,13,4,-9999
21/11/08,12,12,-9999,14,8,8,9,16,1,-9999
21/11/08,13,9,-9999,18,1,-9999,11,16,11,-9999
21/11/08,14,10,11,16,3,17,7,-9999,20,3
21/11/08,15,8,7,13,10,-9999,5,-9999,2,-9999
21/11/08,16,-9999,9,13,7,5,9,4,16,2
21/11/08,17,12,12,-9999,13,7,10,11,15,6
21/11/08,18,15,16,-9999,14,9,9,17,19,11
21/11/08,19,20,15,11,11,-9999,9,27,11,11
21/11/08,20,17,14,13,12,16,12,27,6,13
21/11/08,21,10,10,9,11,21,9,5,15,13
21/11/08,22,10,7,8,13,10,6,6,14,7
21/11/08,23,9,7,5,12,16,7,11,11,4
21/11/08,24,10,5,5,5,15,6,7,12,6
22/11/08,1,7,5,4,5,16,13,3,16,9
22/11/08,2,10,7,6,10,-9999,6,5,13,4
22/11/08,3,9,13,7,8,13,5,33,15,-9999
22/11/08,4,8,10,8,14,9,7,33,14,7
22/11/08,5,15,16,8,17,10,9,-9999,16,14
22/11/08,6,18,32,10,18,19,26,6,20,9
22/11/08,7,30,24,17,24,55,25,22,16,16
22/11/08,8,36,32,41,30,34,32,26,34,-9999
22/11/08,9,40,28,30,44,28,30,36,34,-9999
22/11/08,10,26,18,23,46,44,32,48,4,-9999
22/11/08,11,24,28,21,33,22,30,52,16,-9999
22/11/08,12,11,27,27,29,17,18,47,22,-9999
22/11/08,13,4,23,21,6,11,10,-9999,29,-9999
22/11/08,14,19,14,20,7,5,4,-9999,16,-9999
22/11/08,15,20,13,25,-9999,6,1,-9999,20,-9999
22/11/08,16,16,13,24,-9999,4,7,-9999,18,-9999
22/11/08,17,16,11,18,21,13,15,5,13,-9999
22/11/08,18,14,-9999,9,23,2,13,23,13,-9999
22/11/08,19,13,-9999,11,17,19,-9999,22,10,-9999
22/11/08,20,12,12,11,15,10,13,26,21,-9999
22/11/08,21,14,13,9,18,16,11,27,12,-9999
22/11/08,22,-9999,15,13,10,21,10,7,11,-9999
22/11/08,23,-9999,21,14,14,10,9,10,16,-9999
22/11/08,24,15,22,16,12,10,7,11,17,-9999
23/11/08,1,20,17,16,11,17,21,4,19,-9999
23/11/08,2,15,14,15,16,25,22,6,21,-9999
23/11/08,3,11,15,16,17,29,25,12,12,-9999
23/11/08,4,16,17,16,13,20,26,20,18,-9999
23/11/08,5,17,16,17,22,31,24,21,-9999,-9999
23/11/08,6,19,18,24,21,17,24,19,-9999,-9999
23/11/08,7,26,20,38,22,22,13,28,-9999,-9999
23/11/08,8,29,24,41,24,18,16,33,18,-9999
23/11/08,9,34,26,47,34,15,26,35,24,-9999
23/11/08,10,46,35,54,48,36,40,50,31,-9999
23/11/08,11,51,48,64,41,35,32,54,35,-9999
23/11/08,12,40,53,65,53,47,34,62,27,-9999
23/11/08,13,41,45,56,42,38,34,-9999,58,-9999
23/11/08,14,47,43,54,36,19,29,35,43,-9999
23/11/08,15,45,46,56,23,46,27,26,24,-9999
23/11/08,16,47,47,62,34,46,19,26,27,-9999
23/11/08,17,51,37,61,39,40,29,27,38,-9999
23/11/08,18,43,27,65,51,42,23,37,46,-9999
23/11/08,19,40,42,79,41,55,24,40,32,-9999
23/11/08,20,38,47,77,43,49,35,50,35,-9999
23/11/08,21,29,35,51,71,38,32,47,39,-9999
23/11/08,22,31,26,30,20,5,21,41,37,-9999
23/11/08,23,21,22,23,24,21,14,25,32,-9999
23/11/08,24,12,21,23,15,13,13,10,25,-9999
24/11/08,1,27,24,22,17,24,15,17,21,-9999
24/11/08,2,23,35,34,22,30,21,19,22,-9999
24/11/08,3,16,45,39,20,17,29,11,28,-9999
24/11/08,4,20,38,27,18,22,39,16,48,-9999
24/11/08,5,31,40,23,23,25,45,26,41,-9999
24/11/08,6,39,44,37,25,38,32,21,32,-9999
24/11/08,7,52,54,45,41,48,38,25,43,-9999
24/11/08,8,78,73,57,49,72,44,53,65,-9999
24/11/08,9,91,97,-9999,65,93,55,68,74,-9999
24/11/08,10,104,102,-9999,101,103,79,71,98,-9999
24/11/08,11,98,101,115,91,100,74,82,119,-9999
24/11/08,12,-9999,69,78,102,82,60,77,93,-9999
24/11/08,13,-9999,48,36,48,59,27,30,27,-9999
24/11/08,14,36,39,22,43,67,15,8,12,-9999
24/11/08,15,27,23,29,45,28,19,10,20,-9999
24/11/08,16,20,25,22,26,19,26,-9999,27,21
24/11/08,17,31,26,24,32,22,30,26,27,25
24/11/08,18,35,34,26,35,35,31,44,30,31
24/11/08,19,30,29,31,44,39,27,47,33,23
24/11/08,20,22,23,23,30,27,18,35,30,19
24/11/08,21,9,20,14,18,23,21,11,5,24
24/11/08,22,-9999,18,14,19,24,19,19,-9999,14
24/11/08,23,-9999,-9999,12,14,16,8,10,24,17
24/11/08,24,14,-9999,11,10,6,9,21,26,27
25/11/08,1,-9999,-9999,10,15,9,20,17,21,25
25/11/08,2,11,-9999,9,12,11,12,4,10,19
25/11/08,3,6,7,-9999,10,12,11,10,14,9
25/11/08,4,7,8,-9999,11,1,13,4,17,12
25/11/08,5,11,11,-9999,10,16,16,9,13,15
25/11/08,6,12,20,11,15,1,16,17,14,17
25/11/08,7,16,31,13,10,9,19,17,21,22
25/11/08,8,14,22,12,12,-9999,15,20,20,24
25/11/08,9,17,19,15,5,1,4,15,12,12
25/11/08,10,10,17,13,13,21,16,15,23,19
25/11/08,11,8,11,7,8,14,10,17,1,4
25/11/08,12,-9999,14,6,3,3,7,3,9,-9999
25/11/08,13,8,16,13,2,-9999,10,16,4,-9999
25/11/08,14,3,14,15,8,-9999,5,2,11,-9999
25/11/08,15,7,23,20,7,-9999,-9999,-9999,14,-9999
25/11/08,16,20,22,23,15,20,-9999,6,7,-9999
25/11/08,17,25,21,26,18,22,-9999,9,22,-9999
25/11/08,18,9,20,31,27,16,15,15,14,10
25/11/08,19,-9999,20,20,28,12,12,27,23,15
25/11/08,20,13,18,15,10,1,17,28,22,17
25/11/08,21,15,13,14,16,8,12,26,27,14
25/11/08,22,7,15,10,14,24,12,14,18,15
25/11/08,23,16,19,9,13,21,9,12,11,10
25/11/08,24,13,19,10,15,17,7,12,19,11
26/11/08,1,12,26,10,18,21,16,16,18,11
26/11/08,2,12,25,14,17,23,15,18,23,13
26/11/08,3,18,17,17,19,26,25,13,12,19
26/11/08,4,25,52,19,16,18,30,14,28,14
26/11/08,5,29,54,21,22,28,23,17,21,14
26/11/08,6,24,49,27,21,31,25,25,31,10
26/11/08,7,30,50,32,28,41,24,26,44,18
26/11/08,8,35,50,31,36,27,35,35,61,21
26/11/08,9,51,61,40,39,41,54,53,61,13
26/11/08,10,-9999,77,59,46,51,66,62,74,13
26/11/08,11,-9999,99,73,46,53,67,61,71,18
26/11/08,12,-9999,83,59,52,35,56,58,55,23
26/11/08,13,-9999,47,41,27,43,37,19,59,16
26/11/08,14,-9999,39,46,24,37,11,5,63,15
26/11/08,15,70,52,61,22,39,7,7,19,14
26/11/08,16,38,35,72,32,48,22,12,9,14
26/11/08,17,35,30,58,52,43,19,28,23,28
26/11/08,18,32,39,66,56,43,25,-9999,20,38
26/11/08,19,31,45,72,50,37,35,30,47,37
26/11/08,20,36,41,72,32,57,33,34,39,42
26/11/08,21,40,33,50,32,70,42,53,43,35
26/11/08,22,35,30,38,35,41,41,55,34,47
26/11/08,23,27,28,40,36,41,35,52,38,51
26/11/08,24,24,23,40,42,44,38,69,43,36
27/11/08,1,27,19,25,37,56,46,70,52,40
27/11/08,2,30,15,31,55,72,38,70,45,41
27/11/08,3,33,12,41,54,54,44,72,30,36
27/11/08,4,36,13,44,52,47,41,77,16,31
27/11/08,5,45,14,46,51,39,36,63,24,33
27/11/08,6,47,18,43,45,48,35,79,30,37
27/11/08,7,54,28,34,51,68,37,71,46,31
27/11/08,8,58,40,43,46,62,51,75,65,30
27/11/08,9,62,48,64,41,40,54,78,42,28
27/11/08,10,61,71,59,37,45,50,82,61,27
27/11/08,11,43,57,37,28,42,46,73,75,35
27/11/08,12,27,38,37,25,20,37,-9999,41,27
27/11/08,13,29,18,28,22,21,22,-9999,21,16
27/11/08,14,44,30,24,24,41,12,-9999,8,10
27/11/08,15,37,26,31,23,19,17,15,3,12
27/11/08,16,25,25,39,27,18,18,14,10,13
27/11/08,17,17,25,29,22,24,22,20,21,20
27/11/08,18,20,31,27,19,17,19,26,26,25
27/11/08,19,25,38,25,25,29,29,42,31,26
27/11/08,20,31,39,33,26,28,34,58,37,-9999
27/11/08,21,37,41,45,36,41,39,63,28,-9999
27/11/08,22,42,39,28,44,46,39,59,47,-9999
27/11/08,23,46,30,19,33,38,34,65,42,-9999
27/11/08,24,33,33,22,29,39,36,67,43,-9999
28/11/08,1,28,25,43,38,48,42,65,26,-9999
28/11/08,2,33,21,42,44,55,46,59,19,-9999
28/11/08,3,39,21,38,38,53,48,68,21,-9999
28/11/08,4,39,19,40,46,52,53,63,31,-9999
28/11/08,5,46,18,37,44,57,43,56,26,-9999
28/11/08,6,48,27,38,43,51,41,59,41,-9999
28/11/08,7,58,37,40,44,47,47,63,40,-9999
28/11/08,8,61,51,49,51,73,52,69,52,31
28/11/08,9,57,54,57,38,40,42,90,24,34
28/11/08,10,63,60,57,46,36,41,92,62,-9999
28/11/08,11,62,74,58,67,44,48,76,81,-9999
28/11/08,12,46,74,54,45,26,-9999,55,61,30
28/11/08,13,34,49,45,39,47,-9999,34,62,19
28/11/08,14,28,45,30,24,32,-9999,26,29,22
28/11/08,15,31,45,25,19,15,20,10,24,18
28/11/08,16,30,49,30,21,24,34,12,19,16
28/11/08,17,30,44,34,28,20,43,20,24,32
28/11/08,18,37,46,35,33,35,47,31,27,33
28/11/08,19,35,51,33,37,55,52,47,46,-9999
28/11/08,20,31,56,36,27,42,40,48,54,52
28/11/08,21,36,52,36,27,41,38,49,38,39
28/11/08,22,36,51,38,28,58,46,41,26,44
28/11/08,23,37,45,41,34,53,46,49,30,52
28/11/08,24,38,35,43,29,68,38,42,34,47
29/11/08,1,42,30,43,35,4,39,32,40,53
29/11/08,2,34,27,40,43,58,56,31,48,55
29/11/08,3,33,26,36,42,54,56,34,45,51
29/11/08,4,34,26,36,36,80,60,28,49,56
29/11/08,5,33,22,35,44,50,57,41,34,49
29/11/08,6,35,24,32,43,63,65,33,46,51
29/11/08,7,39,38,33,39,64,62,29,43,52
29/11/08,8,39,42,37,36,84,71,56,53,50
29/11/08,9,54,62,47,38,49,68,64,41,46
29/11/08,10,60,63,51,47,74,67,48,60,65
29/11/08,11,33,38,33,31,30,44,46,42,-9999
29/11/08,12,22,27,23,13,27,32,9,27,39
29/11/08,13,24,24,20,5,20,21,8,39,28
29/11/08,14,18,18,21,11,10,23,31,19,31
29/11/08,15,21,21,18,19,19,51,16,20,40
29/11/08,16,15,21,14,22,17,65,27,13,42
29/11/08,17,17,20,11,19,19,45,27,-9999,32
29/11/08,18,17,21,14,24,7,56,31,19,29
29/11/08,19,15,19,17,25,16,38,40,2,32
29/11/08,20,17,16,15,19,35,35,45,23,30
29/11/08,21,16,12,17,25,20,40,50,16,27
29/11/08,22,17,18,22,20,18,35,41,24,26
29/11/08,23,23,17,19,26,25,36,-9999,16,28
29/11/08,24,18,24,11,18,49,30,28,24,23
30/11/08,1,12,22,6,-9999,44,27,34,15,29
30/11/08,2,10,18,13,25,20,30,23,8,36
30/11/08,3,11,16,18,19,24,34,24,11,36
30/11/08,4,15,20,14,23,27,31,27,34,33
30/11/08,5,17,23,15,20,44,32,9,38,32
30/11/08,6,19,29,13,19,30,27,17,37,37
30/11/08,7,28,25,17,23,38,30,25,33,34
30/11/08,8,35,31,21,22,33,30,29,28,33
30/11/08,9,32,39,28,19,21,31,32,22,27
30/11/08,10,26,40,36,27,8,17,32,31,27
30/11/08,11,21,30,42,33,10,21,38,39,16
30/11/08,12,25,27,36,23,1,19,13,25,15
30/11/08,13,29,-9999,32,20,21,17,15,27,11
30/11/08,14,21,-9999,19,21,38,22,13,19,21
30/11/08,15,12,6,14,18,4,12,24,1,31
30/11/08,16,21,2,12,22,19,8,25,4,26
30/11/08,17,19,9,14,19,30,25,29,-9999,23
30/11/08,18,15,14,10,18,15,38,35,3,30
30/11/08,19,15,21,15,22,43,41,26,14,28
30/11/08,20,20,36,20,26,42,34,49,14,29
30/11/08,21,24,30,25,24,47,35,42,24,30
30/11/08,22,28,19,27,32,24,31,37,33,27
30/11/08,23,23,21,25,28,34,-9999,29,27,35
30/11/08,24,22,22,17,26,45,-9999,18,8,38
1/12/08,1,22,21,23,21,19,-9999,16,22,43
1/12/08,2,20,21,23,27,35,29,7,29,39
1/12/08,3,19,23,18,21,19,26,14,21,34
1/12/08,4,20,24,14,23,26,34,18,19,35
1/12/08,5,24,24,21,23,-9999,40,20,20,29
1/12/08,6,29,31,21,22,-9999,39,17,27,33
1/12/08,7,35,41,24,24,-9999,36,28,44,38
1/12/08,8,44,52,29,29,43,50,46,41,38
1/12/08,9,49,48,41,29,49,39,37,49,26
1/12/08,10,47,51,53,34,30,39,54,55,27
1/12/08,11,39,48,44,34,28,40,42,53,18
1/12/08,12,29,49,32,30,18,40,38,37,21
1/12/08,13,29,61,36,16,24,30,16,18,16
1/12/08,14,32,63,37,29,9,17,7,37,18
1/12/08,15,39,56,42,29,34,23,22,37,21
1/12/08,16,48,47,50,38,34,29,27,38,30
1/12/08,17,40,39,53,45,16,33,29,48,36
1/12/08,18,29,44,42,49,46,30,34,32,26
1/12/08,19,31,56,35,39,38,33,46,36,30
1/12/08,20,25,35,29,27,38,29,43,42,22
1/12/08,21,16,26,20,26,26,17,37,30,22
1/12/08,22,20,24,20,20,25,15,29,18,18
1/12/08,23,25,29,21,23,23,15,15,22,14
1/12/08,24,23,25,25,21,34,21,20,42,17
2/12/08,1,20,21,24,29,29,18,20,28,27
2/12/08,2,18,28,20,32,24,21,14,24,26
2/12/08,3,21,27,21,22,13,17,16,31,18
2/12/08,4,22,26,20,28,18,14,-9999,28,20
2/12/08,5,21,30,20,24,25,16,-9999,26,58
2/12/08,6,15,32,22,18,15,22,-9999,28,29
2/12/08,7,22,43,23,17,12,30,13,42,27
2/12/08,8,32,40,24,17,32,23,-9999,34,28
2/12/08,9,34,33,30,22,26,21,34,37,22
2/12/08,10,-9999,33,37,17,14,17,38,37,11
2/12/08,11,-9999,43,48,24,33,18,54,45,6
2/12/08,12,30,45,39,27,15,28,39,36,7
2/12/08,13,19,52,30,19,12,16,29,26,2
2/12/08,14,16,52,12,14,8,20,15,30,8
2/12/08,15,24,48,16,15,16,18,22,37,13
2/12/08,16,33,38,24,19,10,14,16,49,11
2/12/08,17,38,41,38,25,28,18,20,39,12
2/12/08,18,41,55,-9999,24,22,22,27,37,27
2/12/08,19,35,49,-9999,29,50,36,39,38,75
2/12/08,20,41,43,41,39,60,42,56,39,121
2/12/08,21,39,41,42,38,46,38,49,40,84
2/12/08,22,40,33,40,44,48,30,50,51,72
2/12/08,23,35,29,32,39,56,49,31,44,-9999
2/12/08,24,33,25,30,34,56,66,31,49,58
3/12/08,1,35,23,34,46,39,59,36,34,70
3/12/08,2,37,23,32,43,35,52,50,17,50
3/12/08,3,47,24,31,47,51,50,35,31,43
3/12/08,4,48,22,33,40,57,42,40,47,42
3/12/08,5,46,21,34,38,38,35,37,39,41
3/12/08,6,50,24,35,38,49,37,43,42,34
3/12/08,7,49,35,35,33,36,50,48,51,34
3/12/08,8,61,38,-9999,36,48,50,58,65,37
3/12/08,9,70,54,-9999,28,42,33,61,64,27
3/12/08,10,62,70,-9999,33,42,39,72,57,19
3/12/08,11,63,80,41,38,55,51,72,68,21
3/12/08,12,41,61,40,25,42,36,24,50,18
3/12/08,13,28,58,32,6,30,30,7,58,22
3/12/08,14,18,63,29,9,22,34,10,49,16
3/12/08,15,17,49,26,7,14,14,3,26,18
3/12/08,16,11,52,18,8,19,19,10,26,11
3/12/08,17,11,-9999,16,16,21,31,18,23,14
3/12/08,18,13,-9999,21,23,21,31,29,10,25
3/12/08,19,18,27,25,29,22,34,-9999,9,26
3/12/08,20,23,54,27,17,32,36,-9999,21,31
3/12/08,21,27,50,30,33,35,36,-9999,32,41
3/12/08,22,27,51,31,29,38,28,25,42,42
3/12/08,23,35,47,32,31,39,29,23,27,46
3/12/08,24,33,38,32,25,41,35,15,50,46
4/12/08,1,31,37,34,31,48,40,44,43,57
4/12/08,2,32,36,34,36,56,46,43,49,42
4/12/08,3,42,40,36,35,56,45,50,51,36
4/12/08,4,37,40,35,35,32,44,62,42,30
4/12/08,5,36,34,38,39,37,39,70,47,33
4/12/08,6,48,42,40,43,52,46,53,57,39
4/12/08,7,47,46,43,45,54,43,66,56,36
4/12/08,8,49,54,47,49,38,46,90,53,42
4/12/08,9,55,76,52,45,41,41,109,67,35
4/12/08,10,63,81,56,41,45,69,105,69,22
4/12/08,11,62,69,49,45,55,90,91,79,20
4/12/08,12,40,66,49,59,36,68,76,50,28
4/12/08,13,29,51,57,48,40,44,32,53,20
4/12/08,14,29,36,63,30,29,33,27,33,18
4/12/08,15,40,39,52,41,18,26,27,21,14
4/12/08,16,44,43,57,36,38,30,35,39,19
4/12/08,17,32,52,32,-9999,42,-9999,-9999,39,42
4/12/08,18,20,44,21,28,41,-9999,37,42,29
4/12/08,19,24,43,28,32,32,39,55,34,25
4/12/08,20,28,37,27,38,40,32,38,33,34
4/12/08,21,27,38,25,40,32,35,46,39,32
4/12/08,22,27,40,28,36,40,33,43,38,37
4/12/08,23,30,39,30,36,36,30,23,46,30
4/12/08,24,30,37,32,32,26,31,29,43,28
5/12/08,1,31,35,32,33,33,34,27,42,36
5/12/08,2,27,35,29,32,33,34,25,40,29
5/12/08,3,30,32,30,30,48,39,28,31,31
5/12/08,4,37,31,27,30,40,34,29,33,33
5/12/08,5,37,32,30,37,27,36,25,43,34
5/12/08,6,38,50,39,38,40,49,39,37,41
5/12/08,7,44,59,48,41,50,41,42,46,39
5/12/08,8,53,56,49,37,45,59,56,-9999,41
5/12/08,9,62,65,53,38,43,59,78,47,37
5/12/08,10,60,81,-9999,40,46,71,71,65,29
5/12/08,11,59,100,35,-9999,50,60,81,92,22
5/12/08,12,50,93,67,-9999,28,55,74,79,20
5/12/08,13,28,65,42,-9999,35,34,54,45,-9999
5/12/08,14,12,41,26,-9999,24,12,-9999,31,-9999
5/12/08,15,12,37,22,18,17,13,-9999,12,-9999
5/12/08,16,17,48,28,12,14,13,-9999,10,17
5/12/08,17,24,63,32,25,-9999,18,-9999,17,19
5/12/08,18,27,69,37,39,16,25,29,24,23
5/12/08,19,31,71,30,28,5,26,35,42,39
5/12/08,20,32,63,36,28,25,37,51,21,36
5/12/08,21,34,53,44,30,34,38,46,40,27
5/12/08,22,36,41,44,42,64,38,42,57,24
5/12/08,23,35,36,46,40,67,40,35,41,30
5/12/08,24,-9999,38,44,41,55,37,31,38,33
6/12/08,1,-9999,39,41,49,49,30,36,45,32
6/12/08,2,35,31,36,64,60,35,51,46,34
6/12/08,3,38,29,34,48,77,36,40,42,30
6/12/08,4,32,28,30,-9999,75,35,31,29,25
6/12/08,5,33,30,29,-9999,31,32,45,35,35
6/12/08,6,34,31,32,-9999,26,36,53,43,30
6/12/08,7,36,39,36,38,24,35,88,54,40
6/12/08,8,42,48,38,36,43,40,85,56,43
6/12/08,9,52,57,45,31,37,46,252,50,37
6/12/08,10,61,70,51,30,43,41,233,59,29
6/12/08,11,58,65,45,34,-9999,55,92,69,27
6/12/08,12,43,51,38,42,36,57,90,37,28
6/12/08,13,41,34,51,26,22,42,35,44,24
6/12/08,14,56,36,48,31,48,31,-9999,40,28
6/12/08,15,60,46,51,30,42,30,-9999,20,23
6/12/08,16,43,48,39,45,33,34,-9999,21,24
6/12/08,17,28,46,35,45,50,44,-9999,34,27
6/12/08,18,33,45,37,30,-9999,46,37,37,33
6/12/08,19,29,43,31,36,-9999,40,61,39,36
6/12/08,20,26,51,28,29,-9999,43,66,50,-9999
6/12/08,21,24,55,25,29,-9999,30,55,36,29
6/12/08,22,26,50,35,24,-9999,32,48,39,32
6/12/08,23,34,43,45,24,-9999,27,31,46,27
